datetime,FDOM,Turbidity,Q,Event_no
2019-05-03 15:00:00+00:00,34.87,4.9,134.022,1
2019-05-03 16:00:00+00:00,34.73,6.46,133.5526,1
2019-05-03 17:00:00+00:00,34.73,13.86,132.8679,1
2019-05-03 18:00:00+00:00,34.73,7.84,132.2928,1
2019-05-03 19:00:00+00:00,34.73,7.75,131.6833,1
2019-05-03 20:00:00+00:00,35.07,4.47,130.968,1
2019-05-03 21:00:00+00:00,35.56,5.27,130.2549,1
2019-05-03 22:00:00+00:00,35.51,7.07,129.4374,1
2019-05-03 23:00:00+00:00,35.36,7.29,128.5167,1
2019-05-04 00:00:00+00:00,35.07,6.52,127.3177,1
2019-05-04 01:00:00+00:00,34.77,3.64,126.3347,1
2019-05-04 02:00:00+00:00,34.73,6.36,125.5303,1
2019-05-04 03:00:00+00:00,34.33,4.18,124.9376,1
2019-05-04 04:00:00+00:00,34.19,12.81,124.4853,1
2019-05-04 05:00:00+00:00,33.94,3.5,123.9646,1
2019-05-04 06:00:00+00:00,33.75,5.82,123.5142,1
2019-05-04 07:00:00+00:00,33.55,5.93,122.9266,1
2019-05-04 08:00:00+00:00,33.36,6.38,122.4784,1
2019-05-04 09:00:00+00:00,33.21,3.53,121.8246,1
2019-05-04 10:00:00+00:00,32.97,5.41,121.207,1
2019-05-04 11:00:00+00:00,32.58,4.85,120.6254,1
2019-05-04 12:00:00+00:00,32.04,4.14,119.9769,1
2019-05-04 13:00:00+00:00,31.26,4.61,119.3305,1
2019-05-04 14:00:00+00:00,30.92,4.05,118.7197,1
2019-05-04 15:00:00+00:00,30.82,9.23,118.1443,1
2019-05-04 16:00:00+00:00,30.57,7.11,117.5705,1
2019-05-04 17:00:00+00:00,30.67,4.19,117.1327,1
2019-05-04 18:00:00+00:00,30.82,3.72,116.7293,1
2019-05-04 19:00:00+00:00,30.92,4.98,116.2598,1
2019-05-04 20:00:00+00:00,30.87,4.07,115.6909,1
2019-05-04 21:00:00+00:00,30.96,3.6,115.1901,1
2019-05-04 22:00:00+00:00,31.01,4.2,114.8237,1
2019-05-04 23:00:00+00:00,30.53,3.28,114.1921,1
2019-05-05 00:00:00+00:00,30.62,8.01,113.5295,1
2019-05-05 01:00:00+00:00,30.67,3.88,112.704,1
2019-05-05 02:00:00+00:00,30.04,3.18,111.7832,1
2019-05-05 03:00:00+00:00,29.79,3.4,110.9644,1
2019-05-05 04:00:00+00:00,29.69,5.66,110.1489,1
2019-05-05 05:00:00+00:00,29.35,3.77,109.3368,1
2019-05-05 06:00:00+00:00,29.3,3.23,108.2694,1
2019-05-05 07:00:00+00:00,29.11,3.17,107.6251,1
2019-05-05 08:00:00+00:00,29.3,5.11,106.8869,1
2019-05-05 09:00:00+00:00,28.23,3.89,106.1514,1
2019-05-05 10:00:00+00:00,27.99,3.59,105.6094,1
2019-05-05 11:00:00+00:00,27.64,3.99,105.2278,1
2019-05-05 12:00:00+00:00,27.45,3.71,105.1007,1
2019-05-05 13:00:00+00:00,27.01,7.76,105.1007,1
2019-05-05 14:00:00+00:00,26.91,4.25,105.1007,1
2019-05-05 15:00:00+00:00,26.67,4.55,104.9737,1
2019-05-05 16:00:00+00:00,26.86,3.64,104.625,1
2019-05-05 17:00:00+00:00,26.57,4.35,104.1506,1
2019-05-05 18:00:00+00:00,26.86,4.67,103.6458,1
2019-05-05 19:00:00+00:00,26.96,6.36,102.8909,1
2019-05-05 20:00:00+00:00,27.5,3.61,102.0764,1
2019-05-05 21:00:00+00:00,27.55,3.9,101.3587,1
2019-05-05 22:00:00+00:00,27.4,5.36,100.7369,1
2019-05-05 23:00:00+00:00,27.74,3.09,100.1171,1
2019-05-06 00:00:00+00:00,27.45,2.94,99.5611,1
2019-05-06 01:00:00+00:00,27.2,4.6,98.88372,1
2019-05-06 02:00:00+00:00,27.2,3.94,98.30067,1
2019-05-06 03:00:00+00:00,27.16,3.87,97.59756,1
2019-05-06 04:00:00+00:00,26.86,4,97.01842,1
2019-05-06 05:00:00+00:00,28.13,7.11,96.53232,1
2019-05-06 06:00:00+00:00,26.86,3.69,96.13828,1
2019-05-06 07:00:00+00:00,26.28,3.12,95.68477,1
2019-05-06 08:00:00+00:00,26.13,4.38,95.20225,1
2019-05-06 09:00:00+00:00,25.49,3.84,94.69105,1
2019-05-06 10:00:00+00:00,25.2,4.77,94.15124,1
2019-05-06 11:00:00+00:00,24.57,3.18,93.79234,1
2019-05-06 12:00:00+00:00,24.62,3.74,93.64296,1
2019-05-06 13:00:00+00:00,24.13,7.01,93.70271,1
2019-05-06 14:00:00+00:00,24.13,5.52,94.39127,1
2019-05-06 15:00:00+00:00,23.44,3.79,95.56445,1
2019-05-06 16:00:00+00:00,23.25,4.52,96.65396,1
2019-05-06 17:00:00+00:00,24.03,6.86,97.44484,1
2019-05-06 18:00:00+00:00,23.98,3.98,97.84165,1
2019-05-06 19:00:00+00:00,24.27,3.82,97.99447,1
2019-05-06 20:00:00+00:00,24.47,5.4,97.78055,1
2019-05-06 21:00:00+00:00,24.62,4.03,97.4753,1
2019-05-06 22:00:00+00:00,24.62,4.76,96.83609,1
2019-05-06 23:00:00+00:00,25.05,5.11,96.25951,1
2019-05-07 00:00:00+00:00,25.1,12.32,95.65462,1
2019-05-07 01:00:00+00:00,25.59,5.58,95.05177,1
2019-05-07 02:00:00+00:00,25.64,4.99,94.30114,1
2019-05-07 03:00:00+00:00,25.54,5,93.70277,1
2019-05-07 04:00:00+00:00,25.79,5.42,93.40431,1
2019-05-07 05:00:00+00:00,25.74,5.97,93.07673,1
2019-05-07 06:00:00+00:00,25.64,5,92.8091,1
2019-05-07 07:00:00+00:00,25.79,4.29,92.54195,1
2019-05-07 08:00:00+00:00,25.54,4.2,92.21591,1
2019-05-07 09:00:00+00:00,25.01,5.17,92.03836,1
2019-05-07 10:00:00+00:00,24.62,3.57,91.89051,1
2019-05-07 11:00:00+00:00,24.76,4.12,92.09762,1
2019-05-07 12:00:00+00:00,24.22,9.09,93.10718,1
2019-05-07 13:00:00+00:00,24.32,4.33,94.75213,1
2019-05-07 14:00:00+00:00,24.13,4.54,96.50306,1
2019-05-07 15:00:00+00:00,24.03,5.45,98.82438,1
2019-05-07 16:00:00+00:00,24.13,4.71,101.2669,1
2019-05-07 17:00:00+00:00,24.47,6.34,103.2059,1
2019-05-07 18:00:00+00:00,24.42,3.54,104.784,1
2019-05-07 19:00:00+00:00,24.32,6.97,105.7369,1
2019-05-07 20:00:00+00:00,23.74,7.05,106.4388,1
2019-05-07 21:00:00+00:00,23.74,6.68,106.8227,1
2019-05-07 22:00:00+00:00,24.22,8.4,106.8547,1
2019-05-07 23:00:00+00:00,23.83,7.4,106.4708,1
2019-05-08 00:00:00+00:00,23.83,9.89,105.7051,1
2019-05-08 01:00:00+00:00,24.71,7.62,104.7838,1
2019-05-08 02:00:00+00:00,24.57,7.97,103.8035,1
2019-05-08 03:00:00+00:00,24.81,13.77,102.5463,1
2019-05-08 04:00:00+00:00,25.2,7.42,101.3901,1
2019-05-08 05:00:00+00:00,25.01,8.77,100.4889,1
2019-05-08 06:00:00+00:00,25.2,6.1,99.74625,1
2019-05-08 07:00:00+00:00,25.69,7.96,99.22205,1
2019-05-08 08:00:00+00:00,28.13,5.73,98.76075,1
2019-05-08 09:00:00+00:00,26.18,5.12,98.6072,1
2019-05-08 10:00:00+00:00,26.13,6.68,98.6072,1
2019-05-08 11:00:00+00:00,25.69,5.13,98.79144,1
2019-05-08 12:00:00+00:00,24.81,5.14,99.12975,1
2019-05-08 13:00:00+00:00,25.2,7.26,99.71533,1
2019-05-08 14:00:00+00:00,25.15,5.92,100.3648,1
2019-05-08 15:00:00+00:00,25.1,6.23,100.9232,1
2019-05-08 16:00:00+00:00,25.25,5.05,101.5769,1
2019-05-08 17:00:00+00:00,25.3,8.04,102.2327,1
2019-05-08 18:00:00+00:00,26.23,6.97,102.7338,1
2019-05-08 19:00:00+00:00,26.28,31.95,103.142,1
2019-05-08 20:00:00+00:00,28.13,6.41,103.2049,1
2019-05-08 21:00:00+00:00,27.4,9.26,103.2049,1
2019-05-08 22:00:00+00:00,28.38,9.52,103.1734,1
2019-05-08 23:00:00+00:00,28.86,7.03,102.6712,1
2019-05-09 00:00:00+00:00,28.96,7.05,102.0764,1
2019-05-09 01:00:00+00:00,28.57,9.49,101.2343,1
2019-05-09 02:00:00+00:00,27.84,7.03,100.4269,1
2019-05-09 03:00:00+00:00,27.5,6.85,99.46877,1
2019-05-09 04:00:00+00:00,27.4,6.22,98.48482,1
2019-05-09 05:00:00+00:00,27.45,5.77,97.71972,1
2019-05-09 06:00:00+00:00,27.45,6.52,96.745,1
2019-05-09 07:00:00+00:00,27.5,12.16,95.86617,1
2019-05-09 08:00:00+00:00,27.84,3.95,95.23242,1
2019-05-09 09:00:00+00:00,28.18,4.39,94.66098,1
2019-05-09 10:00:00+00:00,28.42,4.65,94.51083,1
2019-05-09 11:00:00+00:00,27.55,3.75,95.17269,1
2019-05-09 12:00:00+00:00,26.81,4.21,96.92857,1
2019-05-09 13:00:00+00:00,26.47,4.16,98.91534,1
2019-05-09 14:00:00+00:00,26.62,13.22,100.5515,2
2019-05-09 15:00:00+00:00,28.13,5.1,101.7641,2
2019-05-09 16:00:00+00:00,26.42,7.36,102.17,2
2019-05-09 17:00:00+00:00,26.23,6.26,102.1075,2
2019-05-09 18:00:00+00:00,26.18,6.47,101.92,2
2019-05-09 19:00:00+00:00,28.13,10.85,101.421,2
2019-05-09 20:00:00+00:00,26.28,9.1,100.83,2
2019-05-09 21:00:00+00:00,28.13,10.04,100.3029,2
2019-05-09 22:00:00+00:00,26.28,11.27,99.6845,2
2019-05-09 23:00:00+00:00,26.47,11.05,99.09892,2
2019-05-10 00:00:00+00:00,26.42,10.48,98.45407,2
2019-05-10 01:00:00+00:00,27.06,11.77,97.65861,2
2019-05-10 02:00:00+00:00,27.64,13.38,96.86642,2
2019-05-10 03:00:00+00:00,27.94,8.35,96.32002,2
2019-05-10 04:00:00+00:00,28.33,7.76,96.04745,2
2019-05-10 05:00:00+00:00,28.77,14.03,95.92643,2
2019-05-10 06:00:00+00:00,29.01,9.6,95.95668,2
2019-05-10 07:00:00+00:00,28.52,8.7,96.22917,2
2019-05-10 08:00:00+00:00,28.67,7.28,97.04918,2
2019-05-10 09:00:00+00:00,28.28,9.21,98.11717,2
2019-05-10 10:00:00+00:00,27.16,12.26,99.06834,2
2019-05-10 11:00:00+00:00,27.64,5.73,99.59183,2
2019-05-10 12:00:00+00:00,28.13,10.06,99.8388,2
2019-05-10 13:00:00+00:00,26.81,6.17,99.96238,2
2019-05-10 14:00:00+00:00,26.08,10.16,99.96238,2
2019-05-10 15:00:00+00:00,28.13,8.83,99.93148,2
2019-05-10 16:00:00+00:00,26.52,11.92,99.71528,2
2019-05-10 17:00:00+00:00,26.23,8.63,99.59181,2
2019-05-10 18:00:00+00:00,26.37,15.69,99.59181,2
2019-05-10 19:00:00+00:00,27.2,11.81,99.83887,2
2019-05-10 20:00:00+00:00,26.28,18.22,100.3648,2
2019-05-10 21:00:00+00:00,25.98,24.24,101.2345,2
2019-05-10 22:00:00+00:00,24.57,34.47,102.4836,2
2019-05-10 23:00:00+00:00,25.35,28.62,103.8353,2
2019-05-11 00:00:00+00:00,25.54,46.46,105.0694,2
2019-05-11 01:00:00+00:00,27.06,26.89,106.3755,2
2019-05-11 02:00:00+00:00,28.23,24.65,107.883,2
2019-05-11 03:00:00+00:00,29.35,14.2,109.4021,2
2019-05-11 04:00:00+00:00,29.26,15.21,110.8668,2
2019-05-11 05:00:00+00:00,29.35,15.87,112.4742,2
2019-05-11 06:00:00+00:00,29.99,26.95,114.1928,2
2019-05-11 07:00:00+00:00,30.87,15.81,115.8254,2
2019-05-11 08:00:00+00:00,31.16,12.09,117.8415,2
2019-05-11 09:00:00+00:00,31.84,12.09,119.9785,2
2019-05-11 10:00:00+00:00,31.11,10.72,122.3073,2
2019-05-11 11:00:00+00:00,31.6,10.32,124.4169,2
2019-05-11 12:00:00+00:00,32.04,12.91,126.6162,2
2019-05-11 13:00:00+00:00,32.28,10.44,128.5523,2
2019-05-11 14:00:00+00:00,32.14,18.4,130.0064,2
2019-05-11 15:00:00+00:00,31.94,14.41,132.5464,2
2019-05-11 16:00:00+00:00,31.45,15.7,135.4743,2
2019-05-11 17:00:00+00:00,31.11,17.36,138.2524,2
2019-05-11 18:00:00+00:00,30.43,35.5,141.024,2
2019-05-11 19:00:00+00:00,29.99,36.07,143.7496,2
2019-05-11 20:00:00+00:00,30.53,33.88,146.4653,2
2019-05-11 21:00:00+00:00,30.53,35.92,149.3233,2
2019-05-11 22:00:00+00:00,31.16,46.9,152.0941,2
2019-05-11 23:00:00+00:00,32.28,31.42,154.7364,2
2019-05-12 00:00:00+00:00,32.97,26.51,157.2451,2
2019-05-12 01:00:00+00:00,34.24,29.61,159.5373,2
2019-05-12 02:00:00+00:00,35.75,19.52,161.9281,2
2019-05-12 03:00:00+00:00,36.83,16.28,164.5387,2
2019-05-12 04:00:00+00:00,37.61,18.5,166.8464,2
2019-05-12 05:00:00+00:00,40.63,12.04,169.4169,2
2019-05-12 06:00:00+00:00,39.07,17.62,171.4719,2
2019-05-12 07:00:00+00:00,40.1,14.49,173.4573,2
2019-05-12 08:00:00+00:00,41.37,12.34,175.3296,2
2019-05-12 09:00:00+00:00,42.15,16.73,177.1288,2
2019-05-12 10:00:00+00:00,42.1,16.02,178.6846,2
2019-05-12 11:00:00+00:00,42.44,14.39,179.8248,2
2019-05-12 12:00:00+00:00,43.52,11.89,181.1386,2
2019-05-12 13:00:00+00:00,44.84,19.09,183.3979,2
2019-05-12 14:00:00+00:00,45.42,12.4,186.5749,2
2019-05-12 15:00:00+00:00,47.03,11.69,188.2607,2
2019-05-12 16:00:00+00:00,47.13,11.89,189.6067,2
2019-05-12 17:00:00+00:00,45.96,23.48,190.5652,2
2019-05-12 18:00:00+00:00,44.74,26.71,191.7891,2
2019-05-12 19:00:00+00:00,43.91,30.18,193.5449,2
2019-05-12 20:00:00+00:00,39.56,38.9,195.8399,2
2019-05-12 21:00:00+00:00,38.73,45.11,198.8633,2
2019-05-12 22:00:00+00:00,38.49,43.89,202.0458,2
2019-05-12 23:00:00+00:00,39.07,48.13,205.6188,2
2019-05-13 00:00:00+00:00,40.05,40.65,209.4548,2
2019-05-13 01:00:00+00:00,39.17,24.8,213.6995,2
2019-05-13 02:00:00+00:00,41.42,24.46,217.7073,2
2019-05-13 03:00:00+00:00,41.56,35.81,221.3296,2
2019-05-13 04:00:00+00:00,44.88,25.44,224.6512,2
2019-05-13 05:00:00+00:00,44.35,26.07,228.4315,2
2019-05-13 06:00:00+00:00,44.54,35.74,231.9538,2
2019-05-13 07:00:00+00:00,44.84,28.04,235.359,2
2019-05-13 08:00:00+00:00,44.93,18.73,238.4459,2
2019-05-13 09:00:00+00:00,45.32,20.22,240.8616,2
2019-05-13 10:00:00+00:00,46.15,20.15,242.5949,2
2019-05-13 11:00:00+00:00,45.52,18.71,243.5885,2
2019-05-13 12:00:00+00:00,45.96,27.06,244.2356,2
2019-05-13 13:00:00+00:00,47.42,15.73,244.6841,2
2019-05-13 14:00:00+00:00,49.52,27.92,244.8835,2
2019-05-13 15:00:00+00:00,46.59,13.61,244.8336,2
2019-05-13 16:00:00+00:00,46.79,19.19,244.3352,2
2019-05-13 17:00:00+00:00,47.08,13.16,243.7875,2
2019-05-13 18:00:00+00:00,46.54,26.85,242.6446,2
2019-05-13 19:00:00+00:00,47.28,17.1,241.0096,2
2019-05-13 20:00:00+00:00,47.77,18.34,239.4791,2
2019-05-13 21:00:00+00:00,47.91,10.58,237.8063,2
2019-05-13 22:00:00+00:00,48.4,16.5,236.7271,2
2019-05-13 23:00:00+00:00,48.4,15.06,235.5043,2
2019-05-14 00:00:00+00:00,49.28,15.36,233.7979,2
2019-05-14 01:00:00+00:00,49.23,10.19,231.614,2
2019-05-14 02:00:00+00:00,48.99,11.88,229.4405,2
2019-05-14 03:00:00+00:00,48.35,15.37,227.4219,2
2019-05-14 04:00:00+00:00,48.84,11.28,225.365,2
2019-05-14 05:00:00+00:00,49.28,12.46,223.3183,2
2019-05-14 06:00:00+00:00,49.96,11.08,221.2341,2
2019-05-14 07:00:00+00:00,50.4,8.42,219.1136,2
2019-05-14 08:00:00+00:00,49.77,11.47,217.0504,2
2019-05-14 09:00:00+00:00,49.18,7.77,215.4167,2
2019-05-14 10:00:00+00:00,49.08,11.77,213.5578,2
2019-05-14 11:00:00+00:00,48.25,13.59,212.1691,2
2019-05-14 12:00:00+00:00,47.72,11.61,210.7394,2
2019-05-14 13:00:00+00:00,46.98,9.22,209.269,2
2019-05-14 14:00:00+00:00,46.59,7.49,207.8041,2
2019-05-14 15:00:00+00:00,45.81,10.03,206.4811,2
2019-05-14 16:00:00+00:00,46.15,9.43,204.9816,2
2019-05-14 17:00:00+00:00,45.47,11.98,203.0361,2
2019-05-14 18:00:00+00:00,46.45,11.53,200.9658,2
2019-05-14 19:00:00+00:00,45.57,13.95,198.907,2
2019-05-14 20:00:00+00:00,44.59,13.43,196.8146,2
2019-05-14 21:00:00+00:00,44.74,8.77,195.0875,2
2019-05-14 22:00:00+00:00,44.93,10.99,193.5005,2
2019-05-14 23:00:00+00:00,45.32,11.26,192.0081,2
2019-05-15 00:00:00+00:00,45.08,9.52,190.4781,2
2019-05-15 01:00:00+00:00,45.23,12.25,189.2588,2
2019-05-15 02:00:00+00:00,45.47,6.94,188.2171,2
2019-05-15 03:00:00+00:00,44.93,8.23,187.308,2
2019-05-15 04:00:00+00:00,45.23,8.64,186.4876,2
2019-05-15 05:00:00+00:00,44.93,13.78,185.7982,2
2019-05-15 06:00:00+00:00,44.69,6.98,184.9814,2
2019-05-15 07:00:00+00:00,44.25,6.66,183.9098,2
2019-05-15 08:00:00+00:00,44.35,7.64,182.8413,2
2019-05-15 09:00:00+00:00,43.91,7.87,181.6908,2
2019-05-15 10:00:00+00:00,43.91,6.06,181.0109,2
2019-05-15 11:00:00+00:00,43.71,7.97,180.2901,2
2019-05-15 12:00:00+00:00,43.47,5.81,179.4441,2
2019-05-15 13:00:00+00:00,43.13,6.71,178.6002,2
2019-05-15 14:00:00+00:00,42.83,8.58,177.5063,2
2019-05-15 15:00:00+00:00,42.39,12.86,176.4578,2
2019-05-15 16:00:00+00:00,42.34,6.47,175.5378,2
2019-05-15 17:00:00+00:00,42,6.52,174.6206,2
2019-05-15 18:00:00+00:00,41.61,7.75,173.7888,2
2019-05-15 19:00:00+00:00,41.47,6.86,172.7935,2
2019-05-15 20:00:00+00:00,41.27,9.27,171.884,2
2019-05-15 21:00:00+00:00,41.42,8.88,170.6478,2
2019-05-15 22:00:00+00:00,41.51,8.76,169.4571,2
2019-05-15 23:00:00+00:00,41.27,8.85,168.4342,2
2019-05-16 00:00:00+00:00,41.37,14.23,167.4557,2
2019-05-16 01:00:00+00:00,41.51,8.84,166.4392,2
2019-05-16 02:00:00+00:00,41.51,10.56,165.6285,2
2019-05-16 03:00:00+00:00,41.37,7.57,164.7797,2
2019-05-16 04:00:00+00:00,40.68,6.41,163.8123,2
2019-05-16 05:00:00+00:00,40.29,8.16,162.848,2
2019-05-16 06:00:00+00:00,40.44,7.91,162.0067,2
2019-05-16 07:00:00+00:00,40.1,11.01,161.3672,2
2019-05-16 08:00:00+00:00,39.95,6.33,160.9682,2
2019-05-16 09:00:00+00:00,39.76,8.21,160.9284,2
2019-05-16 10:00:00+00:00,39.37,7.68,161.0879,2
2019-05-16 11:00:00+00:00,39.46,5.55,161.4471,2
2019-05-16 12:00:00+00:00,40.63,5.67,162.0066,2
2019-05-16 13:00:00+00:00,39.02,13.58,162.3268,2
2019-05-16 14:00:00+00:00,38.83,6.91,162.3668,2
2019-05-16 15:00:00+00:00,38.68,14.4,162.3668,2
2019-05-16 16:00:00+00:00,38.68,9.63,162.2467,2
2019-05-16 17:00:00+00:00,38.53,8.06,162.2067,2
2019-05-16 18:00:00+00:00,40.63,9.89,162.0866,2
2019-05-16 19:00:00+00:00,38.29,10.25,161.8067,2
2019-05-16 20:00:00+00:00,38.29,9.06,161.4471,2
2019-05-16 21:00:00+00:00,40.63,10.51,160.9285,2
2019-05-16 22:00:00+00:00,38.29,7.52,160.4902,2
2019-05-16 23:00:00+00:00,38.14,9.05,159.9336,2
2019-05-17 00:00:00+00:00,38.05,7.56,159.5364,2
2019-05-17 01:00:00+00:00,37.8,18.24,159.3777,2
2019-05-17 02:00:00+00:00,37.8,10.62,159.3381,2
2019-05-17 03:00:00+00:00,38.1,10.64,159.3381,2
2019-05-17 04:00:00+00:00,38.68,10.35,159.3777,2
2019-05-17 05:00:00+00:00,40.63,7.82,159.5364,2
2019-05-17 06:00:00+00:00,38.24,7.31,160.0528,2
2019-05-17 07:00:00+00:00,37.66,8.47,160.6496,2
2019-05-17 08:00:00+00:00,37.31,12.49,161.4872,2
2019-05-17 09:00:00+00:00,37.22,8.35,162.728,2
2019-05-17 10:00:00+00:00,36.43,8.97,164.4983,2
2019-05-17 11:00:00+00:00,36.09,9.2,166.6017,2
2019-05-17 12:00:00+00:00,35.26,7.29,167.4149,2
2019-05-17 13:00:00+00:00,35.26,7.86,168.2708,2
2019-05-17 14:00:00+00:00,35.02,11.37,168.802,2
2019-05-17 15:00:00+00:00,34.68,10.44,169.293,2
2019-05-17 16:00:00+00:00,34.53,15.96,169.826,2
2019-05-17 17:00:00+00:00,33.85,18.89,170.3597,2
2019-05-17 18:00:00+00:00,33.89,16.64,171.1003,2
2019-05-17 19:00:00+00:00,33.8,19.09,171.9665,2
2019-05-17 20:00:00+00:00,34.04,15.56,173.0836,2
2019-05-17 21:00:00+00:00,33.89,14.54,174.2046,2
2019-05-17 22:00:00+00:00,33.85,19.74,175.7889,2
2019-05-17 23:00:00+00:00,34.04,16.6,177.7591,2
2019-05-18 00:00:00+00:00,34.68,11.5,179.8676,2
2019-05-18 01:00:00+00:00,34.97,9.16,182.3732,2
2019-05-18 02:00:00+00:00,35.41,8.59,185.0684,2
2019-05-18 03:00:00+00:00,35.95,19.93,187.4821,2
2019-05-18 04:00:00+00:00,36.83,8.7,190.1301,2
2019-05-18 05:00:00+00:00,37.31,13.08,192.7104,2
2019-05-18 06:00:00+00:00,37.75,11.5,195.1323,2
2019-05-18 07:00:00+00:00,37.66,12.22,197.8376,2
